1,0.204438924789
2,0.240786075592
3,0.235116004944
4,0.24652504921
5,0.288433790207
6,0.422473907471
7,0.658612012863
8,1.4564499855
9,3.26075410843
10,8.89717698097
11,27.9325230122
12,92.9088499546
13,388.700408936
1,0.343352079391
2,0.242764949799
3,0.251888036728
4,0.252604007721
5,0.30820608139
6,0.487158060074
7,0.660951137543
8,1.38633513451
9,3.31809186935
10,8.75866293907
11,26.8445088863
12,93.1502170563
1,0.220696926117
2,0.252670049667
3,0.239797115326
4,0.261108160019
5,0.295670986176
6,0.391402959824
7,0.673367977142
8,1.39445495605
9,3.27816510201
10,9.07903409004
11,29.0022830963
12,105.391288996
13,512.149350882
1,0.292739868164
2,0.258643865585
3,0.245441913605
4,0.257220983505
5,0.31809091568
6,0.386396884918
7,0.673321962357
8,1.40740895271
9,3.31987786293
10,9.39929509163
11,36.9525601864
1,0.212707996368
2,0.237674951553
3,0.443428993225
4,0.257528066635
5,0.294929027557
6,0.393727064133
7,0.693110942841
8,1.428992033
9,3.35491895676
10,9.98463797569
11,30.0535209179
1,0.210363149643
2,0.235350131989
3,0.412961006165
4,0.400470972061
5,0.305541992188
6,0.389633893967
7,0.697932958603
8,1.41399288177
9,3.39170098305
10,13.5419921875
11,43.4028871059
